image_path,transcription,source,split
data/iam/iam_words/words\c03\c03-016d\c03-016d-05-03.png,when,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-01-03.png,long,iam,train
data/iam/iam_words/words\a05\a05-013\a05-013-02-03.png,policy,iam,train
data/iam/iam_words/words\b04\b04-154\b04-154-03-07.png,preserve,iam,train
data/iam/iam_words/words\d06\d06-111\d06-111-05-10.png,on,iam,train
data/iam/iam_words/words\a06\a06-152\a06-152-08-01.png,MONDAY,iam,train
data/iam/iam_words/words\a02\a02-037\a02-037-08-02.png,who,iam,train
data/iam/iam_words/words\e04\e04-099\e04-099-01-02.png,but,iam,train
data/iam/iam_words/words\e04\e04-004\e04-004-04-07.png,dimensions,iam,train
data/iam/iam_words/words\b04\b04-169\b04-169-03-05.png,Now,iam,train
data/iam/iam_words/words\a05\a05-084\a05-084-08-04.png,Secretary,iam,train
data/iam/iam_words/words\b04\b04-140\b04-140-08-05.png,policies,iam,train
data/iam/iam_words/words\a01\a01-087u\a01-087u-06-05.png,the,iam,train
data/iam/iam_words/words\c03\c03-084e\c03-084e-07-03.png,ambition,iam,train
data/iam/iam_words/words\a01\a01-007u\a01-007u-07-01.png,agreed,iam,train
data/iam/iam_words/words\d01\d01-049\d01-049-05-06.png,of,iam,train
data/iam/iam_words/words\c04\c04-098\c04-098-03-14.png,cute,iam,train
data/iam/iam_words/words\e04\e04-004\e04-004-00-13.png,in.,iam,train
data/iam/iam_words/words\a03\a03-047\a03-047-01-01.png,the,iam,train
data/iam/iam_words/words\a02\a02-020\a02-020-05-05.png,which,iam,train
data/iam/iam_words/words\b04\b04-195\b04-195-02-00.png,Cambridge,iam,train
data/iam/iam_words/words\a05\a05-058\a05-058-04-02.png,the,iam,train
data/iam/iam_words/words\c06\c06-047\c06-047-00-06.png,work,iam,train
data/iam/iam_words/words\e07\e07-072\e07-072-05-03.png,pots,iam,train
data/iam/iam_words/words\a01\a01-003\a01-003-07-04.png,Lords,iam,train
data/iam/iam_words/words\c06\c06-111\c06-111-00-07.png,subtle,iam,train
data/iam/iam_words/words\b04\b04-107\b04-107-01-01.png,Rhodesia,iam,train
data/iam/iam_words/words\a02\a02-102\a02-102-05-03.png,bowed,iam,train
data/iam/iam_words/words\a06\a06-070\a06-070-00-04.png,his,iam,train
data/iam/iam_words/words\e06\e06-030\e06-030-04-07.png,it,iam,train
data/iam/iam_words/words\b01\b01-004\b01-004-06-00.png,of,iam,train
data/iam/iam_words/words\b06\b06-110\b06-110-06-02.png,passed,iam,train
data/synthetic/images/synth_00693.png,Tab. Azithromycin 500mg OD x 3d,synthetic,train
data/iam/iam_words/words\e01\e01-035\e01-035-00-05.png,of,iam,train
data/iam/iam_words/words\a01\a01-011\a01-011-02-06.png,meet,iam,train
data/iam/iam_words/words\a06\a06-114\a06-114-04-04.png,YOU,iam,train
data/iam/iam_words/words\c03\c03-084f\c03-084f-04-05.png,the,iam,train
data/iam/iam_words/words\c02\c02-022\c02-022-04-06.png,the,iam,train
data/iam/iam_words/words\a03\a03-066\a03-066-06-06.png,one,iam,train
data/iam/iam_words/words\b02\b02-013\b02-013-07-04.png,The,iam,train
data/iam/iam_words/words\c04\c04-035\c04-035-00-00.png,Navigator,iam,train
data/iam/iam_words/words\b03\b03-025\b03-025-00-01.png,discussion,iam,train
data/iam/iam_words/words\a01\a01-053u\a01-053u-06-02.png,perform,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-06-00.png,pencil,iam,train
data/iam/iam_words/words\c02\c02-082\c02-082-01-01.png,Moderato,iam,train
data/iam/iam_words/words\c06\c06-039\c06-039-02-05.png,in,iam,train
data/iam/iam_words/words\a01\a01-000x\a01-000x-00-01.png,MOVE,iam,train
data/iam/iam_words/words\d06\d06-000\d06-000-06-05.png,it,iam,train
data/iam/iam_words/words\c06\c06-087\c06-087-05-04.png,Brenda,iam,train
data/iam/iam_words/words\b06\b06-097\b06-097-00-05.png,will,iam,train
data/iam/iam_words/words\e04\e04-086\e04-086-04-03.png,available,iam,train
data/iam/iam_words/words\a02\a02-057\a02-057-02-07.png,except,iam,train
data/iam/iam_words/words\c03\c03-021c\c03-021c-07-01.png,companionship,iam,train
data/iam/iam_words/words\d04\d04-081\d04-081-02-04.png,at,iam,train
data/iam/iam_words/words\a01\a01-117\a01-117-04-06.png,directly,iam,train
data/iam/iam_words/words\e02\e02-021\e02-021-06-11.png,leg,iam,train
data/iam/iam_words/words\a01\a01-128u\a01-128u-08-03.png,the,iam,train
data/iam/iam_words/words\b05\b05-038\b05-038-07-03.png,their,iam,train
data/iam/iam_words/words\a04\a04-054\a04-054-00-05.png,to,iam,train
data/iam/iam_words/words\b05\b05-032\b05-032-00-06.png,who,iam,train
data/iam/iam_words/words\b01\b01-062\b01-062-04-04.png,truth,iam,train
data/iam/iam_words/words\d06\d06-067\d06-067-05-05.png,may,iam,train
data/iam/iam_words/words\a05\a05-099\a05-099-05-00.png,This,iam,train
data/iam/iam_words/words\c02\c02-017\c02-017-05-04.png,is,iam,train
data/iam/iam_words/words\a01\a01-026u\a01-026u-05-04.png,main,iam,train
data/iam/iam_words/words\b03\b03-104\b03-104-03-04.png,matter,iam,train
data/iam/iam_words/words\b01\b01-014\b01-014-01-02.png,she,iam,train
data/iam/iam_words/words\d06\d06-100\d06-100-07-01.png,timetable,iam,train
data/iam/iam_words/words\c04\c04-116\c04-116-03-03.png,Love,iam,train
data/iam/iam_words/words\d07\d07-096\d07-096-08-03.png,Court,iam,train
data/synthetic/images/synth_00591.png,Tab. Glimepiride 1mg OD ac,synthetic,train
data/iam/iam_words/words\c03\c03-087f\c03-087f-00-05.png,some,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-03-00.png,the,iam,train
data/iam/iam_words/words\e07\e07-061\e07-061-07-04.png,flies,iam,train
data/iam/iam_words/words\e04\e04-099\e04-099-00-08.png,the,iam,train
data/iam/iam_words/words\a06\a06-157\a06-157-00-04.png,surpassed,iam,train
data/iam/iam_words/words\e06\e06-046\e06-046-02-12.png,vibrations,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-05-07.png,not,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-03-05.png,abashed,iam,train
data/iam/iam_words/words\d04\d04-086\d04-086-02-07.png,the,iam,train
data/iam/iam_words/words\a02\a02-050\a02-050-06-00.png,in,iam,train
data/iam/iam_words/words\a01\a01-077\a01-077-05-04.png,behind,iam,train
data/iam/iam_words/words\a06\a06-057\a06-057-01-02.png,down,iam,train
data/iam/iam_words/words\e04\e04-026\e04-026-01-00.png,screws,iam,train
data/iam/iam_words/words\a05\a05-108\a05-108-06-04.png,the,iam,train
data/iam/iam_words/words\c03\c03-016e\c03-016e-08-07.png,Fanny,iam,train
data/iam/iam_words/words\b05\b05-083\b05-083-04-06.png,people,iam,train
data/iam/iam_words/words\d05\d05-025\d05-025-08-05.png,Anglican,iam,train
data/iam/iam_words/words\c03\c03-081e\c03-081e-02-03.png,we,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-01-01.png,In,iam,train
data/iam/iam_words/words\a01\a01-011u\a01-011u-07-03.png,Rhodesia,iam,train
data/iam/iam_words/words\d06\d06-111\d06-111-00-09.png,she,iam,train
data/iam/iam_words/words\a01\a01-053x\a01-053x-03-05.png,Federal,iam,train
data/iam/iam_words/words\a02\a02-004\a02-004-06-01.png,Seal,iam,train
data/iam/iam_words/words\d06\d06-020\d06-020-00-03.png,prayed,iam,train
data/synthetic/images/synth_00761.png,Tab. Diclofenac 50mg BD pc,synthetic,train
data/iam/iam_words/words\c03\c03-096e\c03-096e-03-02.png,in,iam,train
data/iam/iam_words/words\a01\a01-049x\a01-049x-09-03.png,Kennedy,iam,train
data/iam/iam_words/words\e06\e06-010\e06-010-00-07.png,not,iam,train
data/synthetic/images/synth_00316.png,Inj. Ranitidine 50mg IV BD,synthetic,train
data/iam/iam_words/words\d07\d07-096\d07-096-00-05.png,our,iam,train
data/iam/iam_words/words\d06\d06-063\d06-063-06-04.png,Continent,iam,train
data/iam/iam_words/words\b06\b06-100\b06-100-03-03.png,Out,iam,train
data/iam/iam_words/words\a05\a05-125\a05-125-02-06.png,last,iam,train
data/iam/iam_words/words\d06\d06-046\d06-046-09-05.png,go,iam,train
data/iam/iam_words/words\a01\a01-026\a01-026-08-03.png,the,iam,train
data/iam/iam_words/words\a06\a06-051\a06-051-08-05.png,Fell,iam,train
data/iam/iam_words/words\e06\e06-015\e06-015-07-00.png,going,iam,train
data/iam/iam_words/words\a04\a04-089\a04-089-02-00.png,take,iam,train
data/iam/iam_words/words\c03\c03-096d\c03-096d-06-03.png,that,iam,train
data/iam/iam_words/words\c04\c04-160\c04-160-00-02.png,was,iam,train
data/iam/iam_words/words\a01\a01-026u\a01-026u-02-01.png,have,iam,train
data/iam/iam_words/words\b04\b04-054\b04-054-02-08.png,be,iam,train
data/iam/iam_words/words\b04\b04-195\b04-195-02-05.png,agriculture,iam,train
data/iam/iam_words/words\a01\a01-049\a01-049-04-06.png,is,iam,train
data/iam/iam_words/words\d06\d06-027\d06-027-04-02.png,life,iam,train
data/iam/iam_words/words\c02\c02-003\c02-003-05-07.png,important,iam,train
data/iam/iam_words/words\b02\b02-013\b02-013-05-05.png,greater,iam,train
data/iam/iam_words/words\e01\e01-059\e01-059-01-04.png,fine,iam,train
data/iam/iam_words/words\e06\e06-021\e06-021-10-04.png,the,iam,train
data/iam/iam_words/words\a01\a01-087u\a01-087u-00-01.png,Brown,iam,train
data/iam/iam_words/words\b06\b06-045\b06-045-06-02.png,unambiguous,iam,train
data/iam/iam_words/words\a03\a03-059\a03-059-03-00.png,week,iam,train
data/iam/iam_words/words\b04\b04-004\b04-004-10-01.png,made,iam,train
data/iam/iam_words/words\a02\a02-017\a02-017-00-03.png,are,iam,train
data/iam/iam_words/words\a04\a04-054\a04-054-00-03.png,not,iam,train
data/iam/iam_words/words\e06\e06-053\e06-053-02-05.png,had,iam,train
data/iam/iam_words/words\d01\d01-060\d01-060-03-01.png,paragraph,iam,train
data/iam/iam_words/words\a05\a05-044\a05-044-04-03.png,left,iam,train
data/iam/iam_words/words\e06\e06-000\e06-000-01-04.png,with,iam,train
data/iam/iam_words/words\c03\c03-021a\c03-021a-00-06.png,befriended,iam,train
data/iam/iam_words/words\e04\e04-079\e04-079-03-04.png,can,iam,train
data/iam/iam_words/words\b01\b01-079\b01-079-06-04.png,politicians,iam,train
data/iam/iam_words/words\d06\d06-020\d06-020-05-06.png,is,iam,train
data/iam/iam_words/words\a01\a01-102u\a01-102u-01-08.png,that,iam,train
data/iam/iam_words/words\c03\c03-016c\c03-016c-08-07.png,who,iam,train
data/iam/iam_words/words\c04\c04-023\c04-023-03-04.png,eerie,iam,train
data/iam/iam_words/words\b04\b04-154\b04-154-07-07.png,that,iam,train
data/iam/iam_words/words\e06\e06-000\e06-000-04-06.png,over,iam,train
data/iam/iam_words/words\c04\c04-028\c04-028-06-00.png,comedy,iam,train
data/iam/iam_words/words\a01\a01-003x\a01-003x-04-03.png,brought,iam,train
data/iam/iam_words/words\c03\c03-094d\c03-094d-04-02.png,by,iam,train
data/iam/iam_words/words\a02\a02-032\a02-032-02-04.png,strikers,iam,train
data/iam/iam_words/words\e02\e02-014\e02-014-00-08.png,used,iam,train
data/iam/iam_words/words\c02\c02-030\c02-030-05-05.png,has,iam,train
data/iam/iam_words/words\c02\c02-056\c02-056-02-03.png,Most,iam,train
data/iam/iam_words/words\e06\e06-021\e06-021-02-06.png,always,iam,train
data/iam/iam_words/words\c04\c04-023\c04-023-04-07.png,the,iam,train
data/iam/iam_words/words\a04\a04-003\a04-003-05-07.png,conditions,iam,train
data/iam/iam_words/words\a01\a01-128u\a01-128u-03-03.png,half,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-00-03.png,squeeze,iam,train
data/iam/iam_words/words\b01\b01-023\b01-023-01-01.png,is,iam,train
data/iam/iam_words/words\b04\b04-162\b04-162-00-05.png,rule,iam,train
data/iam/iam_words/words\a04\a04-089\a04-089-09-05.png,planned,iam,train
data/iam/iam_words/words\d06\d06-067\d06-067-02-00.png,that,iam,train
data/iam/iam_words/words\a03\a03-027\a03-027-05-01.png,speeches,iam,train
data/iam/iam_words/words\e06\e06-003\e06-003-06-01.png,fisheries,iam,train
data/iam/iam_words/words\c02\c02-082\c02-082-04-01.png,France,iam,train
data/iam/iam_words/words\c03\c03-007d\c03-007d-07-01.png,the,iam,train
data/iam/iam_words/words\a01\a01-091\a01-091-03-01.png,motion,iam,train
data/iam/iam_words/words\d01\d01-098\d01-098-03-03.png,the,iam,train
data/iam/iam_words/words\c02\c02-017\c02-017-03-03.png,near,iam,train
data/iam/iam_words/words\d06\d06-011\d06-011-09-01.png,occur,iam,train
data/iam/iam_words/words\d04\d04-047\d04-047-07-00.png,the,iam,train
data/iam/iam_words/words\a01\a01-043x\a01-043x-06-03.png,see,iam,train
data/iam/iam_words/words\e01\e01-055\e01-055-09-04.png,the,iam,train
data/iam/iam_words/words\a02\a02-027\a02-027-07-01.png,Belgrade,iam,train
data/iam/iam_words/words\c03\c03-003e\c03-003e-03-06.png,marriage,iam,train
data/iam/iam_words/words\b05\b05-042\b05-042-02-06.png,job,iam,train
data/iam/iam_words/words\b04\b04-107\b04-107-00-06.png,haste,iam,train
data/iam/iam_words/words\e01\e01-102\e01-102-06-00.png,are,iam,train
data/iam/iam_words/words\c04\c04-044\c04-044-00-02.png,to,iam,train
data/iam/iam_words/words\a02\a02-102\a02-102-07-06.png,friend,iam,train
data/iam/iam_words/words\c01\c01-066\c01-066-08-04.png,19th,iam,train
data/iam/iam_words/words\b05\b05-074\b05-074-10-02.png,of,iam,train
data/iam/iam_words/words\e04\e04-095\e04-095-01-03.png,the,iam,train
data/iam/iam_words/words\a06\a06-095\a06-095-04-03.png,development,iam,train
data/iam/iam_words/words\a01\a01-082u\a01-082u-00-03.png,was,iam,train
data/iam/iam_words/words\b04\b04-187\b04-187-05-04.png,launched,iam,train
data/iam/iam_words/words\b04\b04-075\b04-075-01-07.png,ought,iam,train
data/iam/iam_words/words\e04\e04-000\e04-000-00-07.png,welcomed,iam,train
data/iam/iam_words/words\e07\e07-066\e07-066-08-04.png,alive,iam,train
data/iam/iam_words/words\b03\b03-092\b03-092-00-04.png,preferable,iam,train
data/iam/iam_words/words\b06\b06-090\b06-090-05-03.png,will,iam,train
data/synthetic/images/synth_00598.png,Inj. Ceftriaxone 1g IV BD,synthetic,train
data/iam/iam_words/words\a04\a04-035\a04-035-03-01.png,to,iam,train
data/iam/iam_words/words\d06\d06-076\d06-076-05-03.png,to,iam,train
data/iam/iam_words/words\b04\b04-154\b04-154-05-09.png,Is,iam,train
data/iam/iam_words/words\a03\a03-017\a03-017-05-08.png,though,iam,train
data/iam/iam_words/words\c03\c03-087d\c03-087d-04-04.png,him,iam,train
data/iam/iam_words/words\a05\a05-048\a05-048-09-04.png,bring,iam,train
data/iam/iam_words/words\d06\d06-020\d06-020-02-08.png,all,iam,train
data/iam/iam_words/words\b04\b04-040\b04-040-03-06.png,and,iam,train
data/iam/iam_words/words\a01\a01-082u\a01-082u-01-05.png,the,iam,train
data/iam/iam_words/words\d01\d01-019\d01-019-01-01.png,Gospel,iam,train
data/iam/iam_words/words\b04\b04-195\b04-195-04-04.png,It,iam,train
data/iam/iam_words/words\b05\b05-083\b05-083-00-03.png,conquered,iam,train
data/iam/iam_words/words\a04\a04-096\a04-096-05-02.png,submarines,iam,train
data/iam/iam_words/words\a03\a03-059\a03-059-07-03.png,investment,iam,train
data/iam/iam_words/words\e01\e01-081\e01-081-00-05.png,pin,iam,train
data/iam/iam_words/words\d06\d06-046\d06-046-06-05.png,Many,iam,train
data/iam/iam_words/words\d06\d06-104\d06-104-03-04.png,timetable,iam,train
data/synthetic/images/synth_00712.png,Cap. Omeprazole 20mg OD ac,synthetic,train
data/iam/iam_words/words\e04\e04-099\e04-099-05-05.png,is,iam,train
data/iam/iam_words/words\c04\c04-066\c04-066-07-08.png,not,iam,train
data/iam/iam_words/words\a06\a06-057\a06-057-01-04.png,the,iam,train
data/iam/iam_words/words\a01\a01-122u\a01-122u-01-00.png,of,iam,train
data/iam/iam_words/words\b05\b05-088\b05-088-02-00.png,their,iam,train
data/iam/iam_words/words\c03\c03-096c\c03-096c-02-02.png,effective,iam,train
data/iam/iam_words/words\e06\e06-033\e06-033-04-02.png,mile,iam,train
data/iam/iam_words/words\a06\a06-039\a06-039-01-02.png,be,iam,train
data/iam/iam_words/words\a05\a05-069\a05-069-04-05.png,never,iam,train
data/iam/iam_words/words\a05\a05-053\a05-053-00-03.png,it,iam,train
data/iam/iam_words/words\a04\a04-050\a04-050-01-04.png,nations,iam,train
data/iam/iam_words/words\a01\a01-053\a01-053-03-04.png,letter,iam,train
data/iam/iam_words/words\c04\c04-080\c04-080-04-08.png,And,iam,train
data/iam/iam_words/words\c03\c03-021e\c03-021e-07-04.png,forlorn,iam,train
data/iam/iam_words/words\d06\d06-037\d06-037-01-02.png,disturbed,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-10-02.png,find,iam,train
data/iam/iam_words/words\b06\b06-049\b06-049-09-06.png,in,iam,train
data/synthetic/images/synth_00548.png,Tab. Glimepiride 1mg OD ac,synthetic,train
data/iam/iam_words/words\b05\b05-062\b05-062-04-11.png,Eichmann,iam,train
data/iam/iam_words/words\a04\a04-054\a04-054-02-06.png,have,iam,train
data/iam/iam_words/words\a06\a06-075\a06-075-01-00.png,Majesty's,iam,train
data/iam/iam_words/words\a01\a01-087u\a01-087u-03-01.png,unemotional,iam,train
data/iam/iam_words/words\c03\c03-000f\c03-000f-03-02.png,and,iam,train
data/iam/iam_words/words\b06\b06-075\b06-075-00-06.png,cannot,iam,train
data/iam/iam_words/words\a02\a02-086\a02-086-03-08.png,to,iam,train
data/iam/iam_words/words\a04\a04-085\a04-085-02-04.png,some,iam,train
data/iam/iam_words/words\a01\a01-053\a01-053-01-01.png,association,iam,train
data/iam/iam_words/words\a04\a04-019\a04-019-06-00.png,agreement,iam,train
data/iam/iam_words/words\e04\e04-083\e04-083-00-07.png,bevelled,iam,train
data/iam/iam_words/words\c03\c03-096d\c03-096d-01-05.png,The,iam,train
data/iam/iam_words/words\a02\a02-020\a02-020-00-07.png,at,iam,train
data/iam/iam_words/words\e07\e07-061\e07-061-07-03.png,fruit,iam,train
data/iam/iam_words/words\a01\a01-087\a01-087-06-04.png,Service,iam,train
data/iam/iam_words/words\c03\c03-016a\c03-016a-09-03.png,child,iam,train
data/iam/iam_words/words\a03\a03-054\a03-054-09-05.png,for,iam,train
data/iam/iam_words/words\c03\c03-016b\c03-016b-01-02.png,the,iam,train
data/iam/iam_words/words\d06\d06-067\d06-067-08-02.png,the,iam,train
data/iam/iam_words/words\e04\e04-062\e04-062-00-06.png,bonded,iam,train
data/iam/iam_words/words\a01\a01-091u\a01-091u-00-01.png,result,iam,train
data/iam/iam_words/words\b04\b04-081\b04-081-06-01.png,on,iam,train
data/iam/iam_words/words\e04\e04-043\e04-043-06-01.png,an,iam,train
data/iam/iam_words/words\a04\a04-096\a04-096-02-07.png,would,iam,train
data/iam/iam_words/words\b01\b01-118\b01-118-06-00.png,led,iam,train
data/iam/iam_words/words\e02\e02-086\e02-086-00-10.png,we,iam,train
data/iam/iam_words/words\d07\d07-096\d07-096-00-07.png,contains,iam,train
data/iam/iam_words/words\c04\c04-139\c04-139-02-05.png,normally,iam,train
data/iam/iam_words/words\c03\c03-087e\c03-087e-05-00.png,solation,iam,train
data/iam/iam_words/words\c06\c06-103\c06-103-07-03.png,not,iam,train
data/iam/iam_words/words\a02\a02-106\a02-106-05-07.png,is,iam,train
data/iam/iam_words/words\b03\b03-098\b03-098-00-02.png,and,iam,train
data/iam/iam_words/words\a01\a01-117\a01-117-06-05.png,the,iam,train
data/iam/iam_words/words\a05\a05-089\a05-089-03-00.png,We,iam,train
data/iam/iam_words/words\c03\c03-007e\c03-007e-01-00.png,taken,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-05-03.png,hara-kiri,iam,train
data/iam/iam_words/words\a06\a06-064\a06-064-05-04.png,were,iam,train
data/iam/iam_words/words\c04\c04-013\c04-013-00-00.png,He,iam,train
data/iam/iam_words/words\b05\b05-038\b05-038-00-03.png,to,iam,train
data/iam/iam_words/words\a05\a05-004\a05-004-02-00.png,Air,iam,train
data/iam/iam_words/words\a03\a03-080\a03-080-08-06.png,any,iam,train
data/iam/iam_words/words\c03\c03-096e\c03-096e-06-08.png,the,iam,train
data/iam/iam_words/words\b06\b06-090\b06-090-06-00.png,the,iam,train
data/iam/iam_words/words\a01\a01-087u\a01-087u-03-00.png,outwardly,iam,train
data/iam/iam_words/words\a01\a01-091u\a01-091u-05-06.png,them,iam,train
